Set (sub-set)	# in sub-set	ERGO ID	b-number	gene name	"Gerdes et al, 2003"	PEC collection	Blattner et al.	SWISS-PROT FUNCTIONAL DESCRIPTION
C2	163	REC04134	b4251	yjgJ	E	X	X	Hypothetical protein yjgJ
C2	164	REC04145	b4261	yjgP	E	X	X	Hypothetical protein yjgP
C2	165	REC04169	b4286		E	X	X	Very hypothetical 15.1 kDa protein in intB-fecE intergenic region
C2	166	REC04260	b4378	yjjV	E	X	X	Putative deoxyribonuclease yjjV (EC 3.1.21.-)
C2	167	REC06772		yjbS	E	X	X	Hypothetical protein yjbS
C2	168	REC06714		sgcB	E	X	X	"Putative phosphotransferase enzyme II, B component sgcB (EC 2.7.1.69)"

"Set D: genes non-essential in Gerdes et al., 2002 but essential in PEC data (viable gene knockouts from UW data are shownin the sub-set D1)"								
D1	1	REC02410	b2470	acrD	N	E	N	Probable aminoglycoside efflux pump
D1	2	REC05858	b3169	nusA	N*	E	N	N utilization substance protein A
D1	3	REC05864	b3178	hflB	N	E	N	Cell division protein ftsH (EC 3.4.24.-)
D1	4	REC03158	b3235	degS	N	E	N	Protease degS precursor (EC 3.4.21.-)
D1	5	REC04086	b4203	rplI	N	E	N	50S ribosomal protein L9
D1	6	REC04779	b1132	ycfC	N	E	N	Hypothetical protein ycfC
D1	7	REC05413	b2319	usg	N*	E	N	USG-1 protein
D1	8	REC03763	b3863	polA	N	E	N	DNA polymerase I (EC 2.7.7.7)
D1	9	REC06270	b3965	trmA	N	E	N	tRNA (Uracil-5-)-methyltransferase (EC 2.1.1.35)

D2	1	REC00086	b0086	murF	N	E	X	"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanyl ligase (EC 6.3.2.15)"
D2	2	REC00087	b0087	mraY	N	E	X	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)
D2	3	REC00178	b0178	hlpA	N	E	X	Histone-like protein HLP-1 precursor
D2	4	REC04566	b0639	nadD	N	E*	X	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)
D2	5	REC04590	b0684	fldA	N	E	X	Flavodoxin 1
D2	6	REC00856	b0890	ftsK	N*	E	X	Cell division protein ftsK
D2	7	REC00857	b0891	lolA	N	E	X	Outer-membrane lipoproteins carrier protein precursor
D2	8	REC00877	b0911	rpsA	N*	E	X	30S ribosomal protein S1
D2	9	REC01177	b1215	kdsA	N*	E	X	2-dehydro-3-deoxyphosphooctonate aldolase (EC 4.1.2.16)
D2	10	REC05410	b2316	accD	N*	E	X	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (EC 6.4.1.2)
D2	11	REC05862	b3176	mrsA	N	E	X	Protein mrsA
D2	12	REC05865	b3179	rrmJ	N	E	X	Ribosomal RNA large subunit methyltransferase J (EC 2.1.1.-)
D2	13	REC05871	b3189	murA	N	E	X	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)
D2	14	REC05934	b3308	rplE	N	E	X	50S ribosomal protein L5
D2	15	REC05939	b3313	rplP	N	E	X	50S ribosomal protein L16
D2	16	REC05940	b3314	rpsC	N	E	X	30S ribosomal protein S3
D2	17	REC05941	b3315	rplV	N	E	X	50S ribosomal protein L22
D2	18	REC05955	b3341	rpsG	N	E	X	30S ribosomal protein S7
D2	19	REC06030	b3462	ftsX	N	E	X	Cell division protein ftsX
D2	20	REC06256	b3933	ftsN	N	E	X	Cell division protein ftsN
D2	21	REC03866	b3972	murB	N	E	X	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.1.1.158)
D2	22	REC03871	b3981	secE	N	E	X	Preprotein translocase secE subunit
D2	23	REC03872	b3982	nusG	N	E	X	Transcription antitermination protein nusG

"Set E: genes unassigned in Gerdes et al., 2002 but essential in PEC data "								
E	1	REC05870	b3186	rplU	X	E	N	50S ribosomal protein L21
E	2	REC06292	b4041	plsB	X	E	N	Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)
E	3	REC04579	b0657	lnt	X	E	X	Apolipoprotein N-acyltransferase (EC 2.3.1.-)
E	4	REC01173	b1211	prfA	X	E	X	Peptide chain release factor 1
E	5	REC05652	b2779	eno	X	E	X	Enolase (EC 4.2.1.11)
E	6	REC05814	b3064	gcp	X	E	X	Probable O-sialoglycoprotein endopeptidase (EC 3.4.24.57)
E	7	REC02988	b3065	rpsU	X	E	X	30S ribosomal protein S21
E	8	REC05869	b3185	rpmA	X	E	X	50S ribosomal protein L27
E	9	REC03179	b3255	accB	X	E	X	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
E	10	REC03180	b3256	accC	X	E	X	Biotin carboxylase (EC 6.3.4.14) (A subunit of acetyl-CoA carboxylase (EC 6.4.1.2))
E	11	REC05920	b3294	rplQ	X	E	X	50S ribosomal protein L17
E	12	REC05921	b3295	rpoA	X	E	X	DNA-directed RNA polymerase alpha chain (EC 2.7.7.6)
E	13	REC05922	b3296	rpsD	X	E	X	30S ribosomal protein S4
E	14	REC05923	b3297	rpsK	X	E	X	30S ribosomal protein S11
E	15	REC06155	b3699	gyrB	X	E	X	DNA gyrase subunit B (EC 5.99.1.3)
E	16	REC06157	b3701	dnaN	X	E	X	"DNA polymerase III, beta chain (EC 2.7.7.7)"
E	17	REC06615	b3983	rplK	X	E	X	50S ribosomal protein L11
E	18	REC03874	b3984	rplA	X	E	X	50S ribosomal protein L1
E	19	REC03945	b4059	ssb	X	E	X	Single-strand binding protein
E	20	REC06366	b4161	yjeQ	X	E	X	Hypothetical protein yjeQ

"Set F: genes with ambiguous assignments in Gerdes et al., 2002 but essential in PEC data"								
F	1	REC00096	b0096	lpxC	?	E	X	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.-)
F	2	REC00179	b0179	lpxD	?	E	X	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.-)
F	3	REC04678	b0884	infA	?	E	X	Translation initiation factor IF-1
F	4	REC01051	b1089	rpmF	?	E	X	50S ribosomal protein L32
F	5	REC01056	b1094	acpP	?	E	X	Acyl carrier protein
F	6	REC05057	b1713	pheT	?	E	X	Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)
F	7	REC05061	b1717	rpmI	?	E	X	50S ribosomal protein L35
F	8	REC06534	b2891	prfB	?	E	X	Peptide chain release factor 2
F	9	REC05925	b3299	rpmJ	?	E	X	50S ribosomal protein L36
F	10	REC05928	b3302	rpmD	?	E	X	50S ribosomal protein L30
F	11	REC05938	b3312	rpmC	?	E	X	50S ribosomal protein L29
F	12	REC06117	b3636	rpmG	?	E	X	50S ribosomal protein L33
F	13	REC06118	b3637	rpmB	?	E	X	50S ribosomal protein L28
F	14	REC03570	b3650	spoT	?	E	X	"Guanosine-3',5'-bis(Diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2)"
F	15	REC03621	b3703	rpmH	?	E	X	50S ribosomal protein L34
F	16	REC03622	b3704	rnpA	?	E	X	Ribonuclease P protein component (EC 3.1.26.5)
F	17	REC03623	b3705	yidC	?	E	X	60 kDa inner-membrane protein
F	18	REC03692	b3782	rhoL	?	E	X	Very hypothetical rho operon leader peptide
F	19	REC03693	b3783	rho	?	E	X	Transcription termination factor rho
F	20	REC03834	b3936	rpmE	?	E	X	50S ribosomal protein L31
F	21	REC04085	b4202	rpsR	?	E	X	30S ribosomal protein S18
